workload,policy,prompt_idx,ttft_ms
templated_chat,js_apc,179,9.884
templated_chat,js_apc,180,10.198
templated_chat,js_apc,181,10.184
templated_chat,js_apc,182,9.916
templated_chat,js_apc,183,14.008
templated_chat,js_apc,184,10.168
templated_chat,js_apc,185,10.206
templated_chat,js_apc,186,10.05
templated_chat,js_apc,187,9.941
templated_chat,js_apc,188,16.502
templated_chat,js_apc,189,14.007
templated_chat,js_apc,190,15.447
templated_chat,js_apc,191,10.81
templated_chat,js_apc,192,10.489
templated_chat,js_apc,193,10.697
templated_chat,js_apc,194,10.835
templated_chat,js_apc,195,10.262
templated_chat,js_apc,196,10.427
templated_chat,js_apc,197,9.861
templated_chat,js_apc,198,11.857
templated_chat,js_apc,199,16.284
